EPA REGISTRATION NUMBER,PRODUCT NAME,RESTRICTED USE,COMPANY CODE,COMPANY NAME,PRODUCT TYPE,PC_NAME,PC_PCT
100-1364,Daconil Action,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Acibenzolar-s-methyl / Chlorothalonil,"0.11, 53.94"
100-1365,Cruiser Pd Insecticide,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Thiamethoxam,70
100-1366,Difenoconazole 0.017/Thiamethoxam 0.010/Lambda-Cyhalothrin 0.004 Me Rtu,N,100,"SYNGENTA CROP PROTECTION, LLC","FUNGICIDE, INSECTICIDE",Thiamethoxam / Difenoconazole / lambda-Cyhalothrin,"0.01, 0.017, 0.004"
100-1367,Difenoconazole 0.66/Thiamethoxam 0.40/Lambda-Cyhalothrin 0.16 Me Concentrate,N,100,"SYNGENTA CROP PROTECTION, LLC","FUNGICIDE, INSECTICIDE",Thiamethoxam / Difenoconazole / lambda-Cyhalothrin,"0.4, 0.66, 0.16"
100-1368,Weather Blok Ag Bait With Bitrex,N,100,"SYNGENTA CROP PROTECTION, LLC","POISON, SINGLE DOSE, RODENTICIDE",Brodifacoum,0.005
100-1369,Cruisermaxx Rice,N,100,"SYNGENTA CROP PROTECTION, LLC","FUNGICIDE, INSECTICIDE",Thiamethoxam / Fludioxonil / Metalaxyl-M / Azoxystrobin,"26.4, 0.28, 1.65, 1.32"
100-1370,Optigard Liquid Ant Bait,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Thiamethoxam,0.003
100-1374,Vibrance,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE/FUNGISTAT,Sedaxane,43.7
100-1377,Azoxy 0.31/Ppz 0.75 Granular,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE/FUNGISTAT,Propiconazole / Azoxystrobin,"0.75, 0.31"
100-1378,Headway G,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE/FUNGISTAT,Propiconazole / Azoxystrobin,"0.75, 0.31"
100-1381,Sedaxane Technical,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Sedaxane,98
100-1382,Vibrance Extreme,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE/FUNGISTAT,Metalaxyl-M / Difenoconazole / Sedaxane,"1.46, 5.86, 1.22"
100-1383,Cruisermaxx Vibrance Cereals,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE/FUNGISTAT,Thiamethoxam / Metalaxyl-M / Difenoconazole / Sedaxane,"2.78, 0.86, 3.34, 0.72"
100-1384,Four-Way Vap,N,100,"SYNGENTA CROP PROTECTION, LLC","FUNGICIDE, INSECTICIDE",Thiamethoxam / Fludioxonil / Metalaxyl-M / Azoxystrobin,"22.6, 1.12, 1.7, 0.9"
100-1385,Flexstar Gt 3.5 Herbicide,N,100,"SYNGENTA CROP PROTECTION, LLC","HERBICIDE, HERBICIDE TERRESTRIAL",Sodium salt of fomesafen / Glyphosate,"5.88, 22.4"
100-1386,Thesis Fungicide,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Difenoconazole,32.8
100-1387,Prodiamine 65Wg,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE,Prodiamine,65
100-1388,Micora,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE/FUNGISTAT,Mandipropamide Technical,23.3
100-1389,Axial Star Herbicide,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE,Fluroxypyr-meptyl / Pinoxaden,"12.4, 4.9"
100-1390,Tribune Herbicide,N,100,"SYNGENTA CROP PROTECTION, LLC","ALGICIDE, HERBICIDE TERRESTRIAL, HERBICIDE AQUATIC",Diquat dibromide,37.3
100-1394,Chlorothalonil Flowable 720,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Chlorothalonil,54
100-1395,Chlorothalonil 82.5 Sdg,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Chlorothalonil,82.5
100-1400,Regard Insecticide,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Spinosad,80
100-1401,Trinexapac-Ethyl 1 Me,N,100,"SYNGENTA CROP PROTECTION, LLC","FUNGICIDE, PLANT GROWTH REGULATOR",Trinexapac-ethyl,11.3
100-1402,Besiege Insecticide,Y,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Chlorantraniliprole / lambda-Cyhalothrin,"9.26, 4.63"
100-1404,Mesotrione 47.4% Mup,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE,Mesotrione,47.4
100-1405,Avicta Complete Corn 250,Y,100,"SYNGENTA CROP PROTECTION, LLC","FUNGICIDE, NEMATICIDE, INSECTICIDE",Thiabendazole / Thiamethoxam / Fludioxonil / Metalaxyl-M / Abamectin / Azoxystrobin,"2.34, 11.7, 0.3, 0.23, 10.3, 0.12"
100-1406,S-Metolachlor Cs 51% + Benoxacor Mup,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE,S-Metolachlor,51
100-1407,S-Metolachlor Cs 51% Mup,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE,S-Metolachlor,51
100-1408,Epi-Mek Sc,Y,100,"SYNGENTA CROP PROTECTION, LLC","INSECTICIDE, MITICIDE",Abamectin,8
100-1410,Zemax® Selective Herbicide,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE,S-Metolachlor / Mesotrione,"36.8, 3.68"
100-1412,Clarelle,N,100,"SYNGENTA CROP PROTECTION, LLC",PLANT GROWTH REGULATOR,Paclobutrazol,22.9
100-1414,Lexar Ez Herbicide,Y,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE,Atrazine / S-Metolachlor / Mesotrione,"18.61, 19, 2.44"
100-1415,Caravan G,N,100,"SYNGENTA CROP PROTECTION, LLC","FUNGICIDE, INSECTICIDE",Thiamethoxam / Azoxystrobin,"0.22, 0.31"
100-1416,Prodiamine 4 Sc,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE,Prodiamine,40.7
100-1418,Fortenza Red,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Cyantraniliprole,48.8
100-1420,Fortenza,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Cyantraniliprole,48.8
100-1421,Minecto Duo Insecticide,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Thiamethoxam / Cyantraniliprole,"20, 20"
100-1422,A16901B Ornamental Insecticide,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Thiamethoxam / Cyantraniliprole,"20, 20"
100-1423,A16901B Residential Insecticide,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Thiamethoxam / Cyantraniliprole,"20, 20"
100-1424,Spinner Insecticide,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Thiamethoxam / Cyantraniliprole,"20, 20"
100-1427,Cruisermaxx Ez,N,100,"SYNGENTA CROP PROTECTION, LLC","FUNGICIDE, INSECTICIDE",Thiamethoxam / Fludioxonil / Metalaxyl-M,"23.1, 1.15, 3.46"
100-1428,Dfz / Mfx Fs,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Metalaxyl-M / Difenoconazole,"1.93, 7.73"
100-1432,Colony,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Propiconazole,41.8
100-1433,Briskway,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Azoxystrobin / Difenoconazole,"18.2, 11.4"
100-1434,Medallion Wdg,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Fludioxonil,50
100-1435,Lambda Cyhalothrin Technical 2,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,lambda-Cyhalothrin,98.3
100-1437,Tandem,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Thiamethoxam / lambda-Cyhalothrin,"11.6, 3.5"
100-1438,Cruisermaxx Peanuts,N,100,"SYNGENTA CROP PROTECTION, LLC","FUNGICIDE, INSECTICIDE",Thiamethoxam / Fludioxonil / Metalaxyl-M / Azoxystrobin,"18, 2, 0.4, 3.2"
100-1439,Epi-Mek Scl,Y,100,"SYNGENTA CROP PROTECTION, LLC","INSECTICIDE, MITICIDE",Abamectin,4.2
100-1440,Solvigo Miticide/Insecticide,Y,100,"SYNGENTA CROP PROTECTION, LLC","INSECTICIDE, MITICIDE",Thiamethoxam / Abamectin,"6.86, 3.43"
100-1441,Bravo Top,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Chlorothalonil / Difenoconazole,"40, 4"
100-1442,Lumax® Ez Herbicide,Y,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE,Atrazine / S-Metolachlor / Mesotrione,"9.94, 27.1, 2.71"
100-1444,Cruisermaxx Potato Extreme,N,100,"SYNGENTA CROP PROTECTION, LLC","FUNGICIDE, INSECTICIDE",Thiamethoxam / Fludioxonil / Difenoconazole,"20.83, 5.21, 10.27"
100-1445,Glyphosate Acid Technical 4,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE,Glyphosate,96.5
100-1447,Glyphosate Acid Technical 5,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE,Glyphosate,96.4
100-1448,Medallion Sc,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Fludioxonil,11.8
100-1451,Appear,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Dipotassium phosphite (K2HPO3),53.3
100-1452,Award II Fire Ant Bait,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Abamectin,0.011
100-1453,Stadium Fungicide,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Fludioxonil / Azoxystrobin / Difenoconazole,"12.51, 12.51, 9.76"
100-1454,Cannonball Wg,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Fludioxonil,50
100-1456,Prodiamine Pro F 0.29% Herbicide,N,100,"SYNGENTA CROP PROTECTION, LLC","FERTILIZER, HERBICIDE",Prodiamine,0.29
100-1457,Avicta® Complete Beans 500,Y,100,"SYNGENTA CROP PROTECTION, LLC","FUNGICIDE, NEMATICIDE, INSECTICIDE",Thiamethoxam / Fludioxonil / Metalaxyl-M / Abamectin,"11.1, 0.55, 1.67, 22.2"
100-1458,Endigo Zcx,Y,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Thiamethoxam / lambda-Cyhalothrin,"19.2, 9.59"
100-1459,Syt0113,N,100,"SYNGENTA CROP PROTECTION, LLC","FUNGICIDE, INSECTICIDE",Thiamethoxam / Fludioxonil / Metalaxyl-M / Sedaxane,"20, 1, 5.99, 1"
100-1460,Syt0511,N,100,"SYNGENTA CROP PROTECTION, LLC","FUNGICIDE, INSECTICIDE",Thiamethoxam / Fludioxonil / Metalaxyl-M / Sedaxane,"24, 0.8, 4.8, 0.8"
100-1462,Bicyclopyrone Wet Paste Manufacturing Use Product,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE,Bicyclopyrone,94
100-1463,Bicyclopyrone Wet Paste II Manufacturing Use Product,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE,Bicyclopyrone,89.6
100-1465,Syn-A16003 Herbicide,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE,Bicyclopyrone,18.5
100-1466,Acuron Herbicide,Y,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE,Bicyclopyrone / Atrazine / S-Metolachlor / Mesotrione,"0.65, 10.93, 23.4, 2.6"
100-1467,Bicyclopyrone Technical,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE,Bicyclopyrone,99.3
100-1468,Aspergillus Flavus Nrrl 21882,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Aspergillus flavus NRRL 21882,94
100-1469,Afla-Guard Gr,N,100,"SYNGENTA CROP PROTECTION, LLC","FUNGICIDE, BIOCHEMICAL PESTICIDE",Aspergillus flavus NRRL 21882,0.0094
100-1470,Callisto Gt,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE,Mesotrione / Glyphosate,"3.4, 34"
100-1471,Aprovia Fungicide,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Benzovindiflupyr,9.63
100-1472,A15457Lg,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Benzovindiflupyr,10.27
100-1474,A18126Lg,N,100,"SYNGENTA CROP PROTECTION, LLC","FUNGICIDE, ALGICIDE",Benzovindiflupyr / Azoxystrobin,"15, 30"
100-1475,A18993 Fungicide,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Propiconazole / Benzovindiflupyr,"12.07, 7.24"
100-1476,Aprovia® Top Fungicide,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Benzovindiflupyr / Difenoconazole,"7.3, 10.95"
100-1477,Ascernity,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Benzovindiflupyr / Difenoconazole,"2.24, 7.48"
100-1478,Benzovindiflupyr Technical,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Benzovindiflupyr,97
100-1479,Mural,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Benzovindiflupyr / Azoxystrobin,"15, 30"
100-1480,Elatus Fungicide,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Benzovindiflupyr / Azoxystrobin,"15, 30"
100-1481,Advion Fire Ant Bait,N,100,"SYNGENTA CROP PROTECTION, LLC","POISON, MULTIPLE DOSE, INSECTICIDE",Indoxacarb,0.045
100-1482,Indx 0.008% Imt,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Indoxacarb,0.008
100-1483,Advion Insect Granule,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Indoxacarb,0.22
100-1484,Advion Cockroach Gel Bait,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Indoxacarb,0.6
100-1485,Advion Ant Bait Arena,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Indoxacarb,0.1
100-1486,Advion Cockroach Bait Arena,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Indoxacarb,0.5
100-1487,Provaunt,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Indoxacarb,30
100-1488,Indx 0.008% Mt,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Indoxacarb,0.008
100-1489,Acelepryn,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Chlorantraniliprole,18.4
100-1490,Dupont E2Y45 0.133G Insecticide Plus Fertilizer,N,100,"SYNGENTA CROP PROTECTION, LLC","FERTILIZER, INSECTICIDE",Chlorantraniliprole,0.133
100-1491,Dupont E2Y45 0.1G Insecticide Plus Fertilizer,N,100,"SYNGENTA CROP PROTECTION, LLC","FERTILIZER, INSECTICIDE",Chlorantraniliprole,0.1
100-1492,0.067% Acelepryn Insecticide On Fertilizer,N,100,"SYNGENTA CROP PROTECTION, LLC","FERTILIZER, INSECTICIDE",Chlorantraniliprole,0.067
100-1493,Dupont E2Y45 0.1G Lawn & Garden Insectizide Plus Fertilizer,N,100,"SYNGENTA CROP PROTECTION, LLC","FERTILIZER, INSECTICIDE",Chlorantraniliprole,0.1
100-1494,Dupont E2Y45 0.33G Insecticide,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Chlorantraniliprole,0.33
100-1495,Dupont E2Y45 0.16G Lawn And Garden Insecticide,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Chlorantraniliprole,0.16
100-1496,Dupont E2Y45 0.08G Lawn And Garden Insecticide,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Chlorantraniliprole,0.08
100-1497,Calteryx 35% Manufacturing Concentrate,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Chlorantraniliprole,35
100-1498,Advion Ant Gel,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Indoxacarb,0.05
100-1499,Calteryx Manufacturing Concentrate,N,100,"SYNGENTA CROP PROTECTION, LLC",nan,Chlorantraniliprole,12.5
100-1500,Acelepryn G,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Chlorantraniliprole,0.2
100-1501,Arilon,N,100,"SYNGENTA CROP PROTECTION, LLC","INSECTICIDE, TERMITICIDE",Indoxacarb,20
100-1502,Indoxacarb Ant Gel,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Indoxacarb,0.03
100-1503,Altriset,N,100,"SYNGENTA CROP PROTECTION, LLC",TERMITICIDE,Chlorantraniliprole,18.4
100-1504,Indoxacarb Cockroach Gel,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Indoxacarb,0.3
100-1505,Scholar Ez,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Fludioxonil,98
100-1506,Alibi Flora,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Azoxystrobin / Difenoconazole,"18.2, 11.4"
100-1508,Cruisermaxx Vibrance,N,100,"SYNGENTA CROP PROTECTION, LLC","FUNGICIDE, INSECTICIDE",Thiamethoxam / Fludioxonil / Metalaxyl-M / Sedaxane,"20.8, 1.04, 3.13, 1.04"
100-1510,Divanem 0.15 Ec,Y,100,"SYNGENTA CROP PROTECTION, LLC",NEMATICIDE,Abamectin,2
100-1511,Pasteuria Usgae - Bl1,N,100,"SYNGENTA CROP PROTECTION, LLC","NEMATICIDE, MICROBIAL PESTICIDE",Pasteuria Usgae - BL1,10
100-1513,Pasteuria Usgae - Liquid Formulation,N,100,"SYNGENTA CROP PROTECTION, LLC",NEMATICIDE,Pasteuria Usgae - BL1,3.333
100-1514,Naviva Tech,N,100,"SYNGENTA CROP PROTECTION, LLC",NEMATICIDE,Pasteuria spp. (Rotylenchulus reniformis nematode) - Pr3,99.88
100-1515,Naviva St,N,100,"SYNGENTA CROP PROTECTION, LLC",nan,Pasteuria spp. (Rotylenchulus reniformis nematode) - Pr3,99.88
100-1516,Soyacyst Tech,N,100,"SYNGENTA CROP PROTECTION, LLC",NEMATICIDE,Pasteuria nishizawae Pn1,99.88
100-1517,Soyacyst Tech+,N,100,"SYNGENTA CROP PROTECTION, LLC",NEMATICIDE,Pasteuria nishizawae Pn1,99.88
100-1519,Soyacyst Lf,N,100,"SYNGENTA CROP PROTECTION, LLC",NEMATICIDE,Pasteuria nishizawae Pn1,33.29
100-1520,Pasteuria Spp. (Hoplolaimus Galeatus Nematode) - Ph3,N,100,"SYNGENTA CROP PROTECTION, LLC",NEMATICIDE,Pasteuria spp. (Hoplolaimus Galeatus Nematode)-Ph3,99.88
100-1521,Newpro,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Pasteuria Usgae - BL1 / Pasteuria spp. (Hoplolaimus Galeatus Nematode)-Ph3,"16.665, 16.645"
100-1522,Soyacyst Wp Plus,N,100,"SYNGENTA CROP PROTECTION, LLC",NEMATICIDE,Pasteuria nishizawae Pn1,100
100-1523,Soyacyst Tech Plus,N,100,"SYNGENTA CROP PROTECTION, LLC",NEMATICIDE,Pasteuria nishizawae Pn1,100
100-1524,Soyacyst St Plus,N,100,"SYNGENTA CROP PROTECTION, LLC",NEMATICIDE,Pasteuria nishizawae Pn1,15
100-1526,Vibrance Quattro,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Fludioxonil / Metalaxyl-M / Difenoconazole / Sedaxane,"0.72, 0.87, 3.47, 1.45"
100-1527,Cruiser Vibrance Quattro,N,100,"SYNGENTA CROP PROTECTION, LLC","FUNGICIDE, INSECTICIDE",Thiamethoxam / Fludioxonil / Metalaxyl-M / Difenoconazole / Sedaxane,"5.75, 0.72, 0.86, 3.45, 1.44"
100-1528,Helix Vibrance,N,100,"SYNGENTA CROP PROTECTION, LLC","FUNGICIDE, INSECTICIDE",Thiamethoxam / Fludioxonil / Metalaxyl-M / Difenoconazole / Sedaxane,"20.7, 0.13, 0.4, 1.25, 0.26"
100-1529,Academy,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Fludioxonil / Difenoconazole,"12.5, 20.9"
100-1530,Chairman,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Fludioxonil / Propiconazole,"21.7, 9.3"
100-1531,Roses & Flowers Mup,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Thiamethoxam / Difenoconazole / lambda-Cyhalothrin,"0.4, 0.66, 0.16"
100-1532,Oxathiapiprolin Fhg Od,N,100,"SYNGENTA CROP PROTECTION, LLC",nan,Oxathiapiprolin,10.2
100-1533,Segovis,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Oxathiapiprolin,18.7
100-1534,Velista,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE/FUNGISTAT,Penthiopyrad,50
100-1536,Mika Liquid,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Azoxystrobin,8.8
100-1537,Mika Wg,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Azoxystrobin,50
100-1538,Avicta Duo Cot202,Y,100,"SYNGENTA CROP PROTECTION, LLC","NEMATICIDE, INSECTICIDE",Thiamethoxam / Abamectin,"28, 11.2"
100-1539,Heritage Sc,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Azoxystrobin,22.9
100-1540,Compendium Plus,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Propiconazole / Azoxystrobin,"11.7, 7"
100-1541,Zyrox Fly Granular Bait,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Cyantraniliprole,0.5
100-1543,Mainspring Gnl,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Cyantraniliprole,18.66
100-1544,Hgw86 T & O Insect Control,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Cyantraniliprole,18.66
100-1549,Quindigo,Y,100,"SYNGENTA CROP PROTECTION, LLC","FUNGICIDE, INSECTICIDE",Thiamethoxam / Propiconazole / Azoxystrobin / lambda-Cyhalothrin,"6.59, 11.54, 13.19, 3.3"
100-1550,Heritage Action,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Acibenzolar-s-methyl / Azoxystrobin,"1.18, 50"
100-1551,Ference,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Cyantraniliprole,18.66
100-1552,Mainspring,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Cyantraniliprole,18.66
100-1553,Mesotrione 25.2% Mup,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE,Mesotrione,25.2
100-1554,Quadris Top Sbx,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Azoxystrobin / Difenoconazole,"19.8, 19.8"
100-1555,Spinner Mup,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Thiamethoxam / Cyantraniliprole,"20, 20"
100-1556,Cruisermaxx Vibrance Potato,N,100,"SYNGENTA CROP PROTECTION, LLC","FUNGICIDE, INSECTICIDE",Thiamethoxam / Fludioxonil / Difenoconazole / Sedaxane,"13.4, 3.34, 6.69, 6.69"
100-1559,Thx/Mxm/Fld/Tbz/Sdx Fs,N,100,"SYNGENTA CROP PROTECTION, LLC","FUNGICIDE, INSECTICIDE",Thiabendazole / Thiamethoxam / Fludioxonil / Metalaxyl-M / Sedaxane,"2.24, 22.4, 1.12, 3.35, 1.12"
100-1560,Scholar Rtu,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Fludioxonil,10
100-1561,Vibrance Maxx,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Fludioxonil / Metalaxyl-M / Sedaxane,"2.35, 3.52, 4.69"
100-1562,Mentor Ec,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Propiconazole,9.7
100-1563,Cruisermaxx Vibrance Pulses,N,100,"SYNGENTA CROP PROTECTION, LLC","FUNGICIDE, INSECTICIDE",Thiabendazole / Thiamethoxam / Fludioxonil / Metalaxyl-M / Sedaxane,"4.24, 8.48, 0.71, 1.06, 1.41"
100-1564,A21185B,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Gibberellic acid / Indole-3-butyric acid / Thiamethoxam / Metalaxyl-M / Cytokinin (as kinetin) / Difenoconazole / Sedaxane,"0.018, 0.027, 5.79, 0.87, 0.054, 3.47, 0.87"
100-1565,Apron XL 350Es,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Metalaxyl-M,32.8
100-1566,Maxim 025Fs,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Fludioxonil,2.38
100-1567,Dicamba Mup,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE,"Dicamba, diglycolamine salt",58
100-1568,Acuron Flexi,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE,Bicyclopyrone / S-Metolachlor / Mesotrione,"0.87, 31.24, 3.47"
100-1570,Talinor,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE,Bicyclopyrone / Bromoxynil octanoate,"3.41, 23.16"
100-1571,Orondis,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Oxathiapiprolin,18.7
100-1572,Orondis Od,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Oxathiapiprolin,10.2
100-1573,Indoxacarb Technical,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Indoxacarb,52.7
100-1574,Mainspring Flora Gh,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Cyantraniliprole / Pymetrozine,"10, 30"
100-1585,Mainspring Flora,N,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,Cyantraniliprole / Pymetrozine,"10, 30"
100-1587,A20903A,N,100,"SYNGENTA CROP PROTECTION, LLC","FUNGICIDE, INSECTICIDE",Thiamethoxam / Fludioxonil / Sedaxane,"22.8, 2.17, 2.17"
100-1588,A21458B,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Fludioxonil / Metalaxyl-M / Difenoconazole / Sedaxane,"0.37, 1.1, 3.53, 0.74"
100-1589,Vibrance Cst,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Fludioxonil / Metalaxyl-M / Azoxystrobin / Sedaxane,"1.12, 6.71, 6.71, 3.13"
100-1590,Plenaris 200Fs,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Oxathiapiprolin,18.7
100-1591,Orondis® Opti,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Chlorothalonil / Oxathiapiprolin,"33.2, 0.5"
100-1592,Minecto Pro,Y,100,"SYNGENTA CROP PROTECTION, LLC","INSECTICIDE, MITICIDE",Cyantraniliprole / Abamectin,"12.7, 2.68"
100-1593,Dicamba Technical 2,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE,Dicamba,98
100-1595,Thiabendazole 20 Mup,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Thiabendazole hypophosphite,26.6
100-1596,Plentrix,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Metalaxyl-M / Azoxystrobin,"10.9, 28.2"
